X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
40.0,40.0,train,0.0013159634294975203,89.0352426891205,0.9630047387464351
41.0,41.0,train,1.362439005291363E-4,11.704862584380926,0.28918306763661406
42.0,42.0,train,6.979088527056957E-4,75.56782435834626,0.8259677547129036
43.0,43.0,train,0.007391258946872879,98.91625901425901,0.999999990925369
44.0,44.0,train,0.0014449070985759456,90.56680321319688,0.9732177542754044
45.0,45.0,train,0.0012087177855078872,87.01577020855488,0.9516010051146024
46.0,46.0,train,8.923010920550187E-4,80.55240290345223,0.8930653853213028
47.0,47.0,train,4.798787002467277E-4,62.60471962197528,0.6994887559350419
48.0,48.0,train,0.001353974527497879,89.30573570389413,0.966365300742237
49.0,49.0,train,7.215648056837716E-4,76.39453452722564,0.8359823798627362
50.0,50.0,train,9.499892945921691E-4,81.59118086928437,0.9074556758588029
51.0,51.0,train,0.0018269736487920769,93.41789736573241,0.9897166716048572
52.0,52.0,train,2.7151269878046753E-4,28.402760641477858,0.4935034355096318
53.0,53.0,train,0.0014817417673650658,90.86121516120124,0.9755787172358832
54.0,54.0,train,3.833101667138112E-4,49.37882957296575,0.6172338013958847
55.0,55.0,train,9.413114175707769E-4,81.4668832280727,0.9054216172809224
56.0,56.0,train,0.0012642117791701977,88.00024640662447,0.9578832099345943
57.0,57.0,train,0.0012213945510373763,87.48535731071603,0.9531139985903001
58.0,58.0,train,8.236259542921136E-4,78.90047327781727,0.8729890014016964
59.0,59.0,train,4.477476515374106E-4,59.116683043682826,0.6742972693573767
60.0,60.0,train,0.0018065799863917543,92.8718731114311,0.9891776060764401
61.0,61.0,train,2.2840719912108835E-4,21.435032879641707,0.4357415202696948
62.0,62.0,train,9.910300302099974E-4,82.7563202279738,0.9164984003628229
63.0,63.0,train,2.0287993109193052E-4,18.238381784680453,0.3984753566723971
64.0,64.0,train,3.4585416374296964E-4,42.90034149760765,0.5795753713576188
65.0,65.0,train,2.675356532113792E-4,27.629638811641527,0.48843150744431496
66.0,66.0,train,2.599231276018301E-4,26.071948781372118,0.47858116850005905
67.0,67.0,train,3.6054365357700844E-4,45.75740645726172,0.5947667918782573
68.0,68.0,train,2.830408007786331E-4,30.926034514021474,0.507922873101178
69.0,69.0,train,9.97690216049907E-5,8.58291356740354,0.22116616936841849
70.0,70.0,train,3.6805486048054395E-4,47.16549012147003,0.6023212861370811
71.0,71.0,train,4.177478354241386E-5,3.252467611702548,0.09937019477031894
72.0,72.0,train,2.806882191022964E-4,30.256524537169632,0.5050139718831468
73.0,73.0,train,2.064867057007754E-4,18.59678804158524,0.4038864157819493
74.0,74.0,train,0.0012991794627885379,88.51115240443976,0.961415920188495
