x,y,species cloglog values
274.0,274.0,5.3368503E-6
275.0,275.0,0.5495741
276.0,276.0,0.0020499397
277.0,277.0,0.19891271
278.0,278.0,0.06998077
279.0,279.0,0.53910804
280.0,280.0,0.048853494
281.0,281.0,1.863178E-4
282.0,282.0,2.1957158E-5
283.0,283.0,0.42781985
284.0,284.0,1.5866E-5
285.0,285.0,1.99606E-6
286.0,286.0,0.026096623
287.0,287.0,4.3545228E-5
288.0,288.0,4.9593725E-4
289.0,289.0,1.1902945E-4
290.0,290.0,0.34811568
291.0,291.0,3.271509E-5
292.0,292.0,0.48078337
293.0,293.0,0.14030291
294.0,294.0,2.8545605E-6
295.0,295.0,3.6714708E-5
296.0,296.0,0.1878845
297.0,297.0,0.1662718
298.0,298.0,0.13080736
299.0,299.0,0.004528705
300.0,300.0,5.626625E-8
301.0,301.0,0.112614155
302.0,302.0,0.14334142
303.0,303.0,0.0028199954
304.0,304.0,0.027527526
305.0,305.0,1.0821647E-7
306.0,306.0,0.20488845
307.0,307.0,2.4229535E-4
308.0,308.0,1.8218914E-5
309.0,309.0,0.03752995
310.0,310.0,2.3334529E-7
311.0,311.0,7.0950654E-7
312.0,312.0,0.0026531338
313.0,313.0,0.61887556
314.0,314.0,0.49765718
315.0,315.0,0.14695089
316.0,316.0,0.0011203694
317.0,317.0,0.0041830135
318.0,318.0,7.106818E-5
319.0,319.0,0.5565811
320.0,320.0,0.02121167
321.0,321.0,8.0750615E-4
322.0,322.0,0.13184927
323.0,323.0,0.0011365538
324.0,324.0,0.087221496
325.0,325.0,0.004744049
326.0,326.0,0.95793843
327.0,327.0,0.0071800677
328.0,328.0,3.692811E-5
329.0,329.0,0.025228295
330.0,330.0,6.163908E-8
331.0,331.0,0.31720856
332.0,332.0,3.1509957E-5
333.0,333.0,0.008560228
334.0,334.0,0.11785095
335.0,335.0,6.449219E-6
336.0,336.0,1.808027E-4
337.0,337.0,0.059247456
338.0,338.0,2.6860946E-6
339.0,339.0,0.015173498
340.0,340.0,1.751569E-5
341.0,341.0,0.0012357056
342.0,342.0,1.6065783E-6
343.0,343.0,0.025846453
344.0,344.0,0.47414437
345.0,345.0,0.008998709
346.0,346.0,0.09864234
347.0,347.0,1.6306092E-8
348.0,348.0,0.20373979
349.0,349.0,0.01568214
350.0,350.0,0.086068064
351.0,351.0,0.05837617
352.0,352.0,0.643172
353.0,353.0,0.72573906
354.0,354.0,0.457974
355.0,355.0,0.3509068
356.0,356.0,2.2018791E-7
357.0,357.0,2.8705223E-5
358.0,358.0,0.1565813
359.0,359.0,0.5254167
360.0,360.0,0.004203126
361.0,361.0,4.8031212E-5
362.0,362.0,7.0102373E-4
363.0,363.0,5.686808E-4
364.0,364.0,0.003708224
365.0,365.0,0.0066267457
366.0,366.0,0.009083527
367.0,367.0,0.11895499
368.0,368.0,2.4895804E-4
369.0,369.0,0.6465559
370.0,370.0,0.6265405
371.0,371.0,0.029321453
372.0,372.0,4.624651E-5
373.0,373.0,3.5599738E-4
374.0,374.0,0.7991598
375.0,375.0,1.1627924E-4
376.0,376.0,0.75483245
377.0,377.0,0.0015780368
378.0,378.0,0.011206026
379.0,379.0,0.0168973
380.0,380.0,2.0228597E-5
381.0,381.0,0.016079525
382.0,382.0,0.13717765
383.0,383.0,0.009576388
384.0,384.0,0.5235224
385.0,385.0,3.3600823E-4
386.0,386.0,0.05203689
387.0,387.0,0.63422966
388.0,388.0,0.80909175
389.0,389.0,1.3507664E-6
390.0,390.0,0.586444
391.0,391.0,0.049884383
392.0,392.0,0.06027
393.0,393.0,4.9039368E-8
394.0,394.0,1.9097419E-7
395.0,395.0,0.16306871
396.0,396.0,0.86106014
397.0,397.0,8.4063965E-9
398.0,398.0,0.50935596
399.0,399.0,1.4428244E-6
400.0,400.0,0.1364657
401.0,401.0,0.004337895
402.0,402.0,0.49494982
403.0,403.0,0.0011086061
404.0,404.0,6.3682775E-5
405.0,405.0,2.6859817E-4
406.0,406.0,0.0033003867
407.0,407.0,8.1448455E-4
408.0,408.0,4.0318085E-8
409.0,409.0,7.4641025E-7
410.0,410.0,0.0018784873
411.0,411.0,0.0024848995
412.0,412.0,8.4503944E-4
413.0,413.0,0.26297206
414.0,414.0,0.037417214
415.0,415.0,8.328369E-5
416.0,416.0,0.23631
417.0,417.0,0.048727144
418.0,418.0,0.036067024
419.0,419.0,4.1901417E-6
420.0,420.0,0.0016534907
421.0,421.0,3.1560808E-7
422.0,422.0,7.164431E-5
423.0,423.0,1.613291E-4
424.0,424.0,0.41772094
425.0,425.0,1.041252E-5
426.0,426.0,0.018318463
427.0,427.0,1.0663375E-4
428.0,428.0,0.6719392
429.0,429.0,0.32977903
430.0,430.0,0.009743724
431.0,431.0,0.19386128
432.0,432.0,0.07185381
433.0,433.0,1.2077677E-6
434.0,434.0,0.0017810867
435.0,435.0,0.6808998
436.0,436.0,0.77429444
437.0,437.0,0.0123082595
438.0,438.0,0.004074539
439.0,439.0,0.0710646
440.0,440.0,0.016857088
441.0,441.0,1.1238834E-8
442.0,442.0,0.020725584
443.0,443.0,0.38472095
444.0,444.0,3.375735E-8
445.0,445.0,0.075533316
446.0,446.0,2.627843E-5
447.0,447.0,0.30303925
448.0,448.0,2.0553035E-8
449.0,449.0,0.48403344
450.0,450.0,0.4430526
451.0,451.0,0.048101176
452.0,452.0,3.7830491E-6
453.0,453.0,1.007394E-6
454.0,454.0,8.617526E-6
455.0,455.0,7.3700885E-6
456.0,456.0,5.7046528E-8
457.0,457.0,0.09932784
458.0,458.0,7.2466023E-6
459.0,459.0,0.009776644
460.0,460.0,0.0015176373
461.0,461.0,7.2588205E-7
462.0,462.0,3.7993057E-5
463.0,463.0,0.5155125
464.0,464.0,0.4130053
465.0,465.0,0.8859723
466.0,466.0,0.37357953
467.0,467.0,3.4187164E-4
468.0,468.0,0.0067224693
469.0,469.0,0.10708563
470.0,470.0,0.56670535
471.0,471.0,0.054667886
472.0,472.0,0.012270544
473.0,473.0,3.0685515E-5
474.0,474.0,2.1167523E-6
475.0,475.0,0.13224179
476.0,476.0,5.169288E-4
477.0,477.0,0.4612316
478.0,478.0,0.063377835
479.0,479.0,1.9461755E-4
480.0,480.0,0.005337441
481.0,481.0,0.00293391
482.0,482.0,0.6282911
483.0,483.0,0.7360526
484.0,484.0,0.0011062591
485.0,485.0,0.28909394
486.0,486.0,3.2481694E-6
487.0,487.0,0.21444517
488.0,488.0,0.0010726677
489.0,489.0,0.123736165
490.0,490.0,0.00794188
491.0,491.0,0.22964397
492.0,492.0,0.4433989
493.0,493.0,0.17496891
494.0,494.0,5.1463985E-7
495.0,495.0,0.26062444
496.0,496.0,0.52124804
497.0,497.0,1.6559717E-4
498.0,498.0,0.0031376972
499.0,499.0,0.0023465452
500.0,500.0,0.5068596
501.0,501.0,0.91692233
502.0,502.0,7.229962E-5
503.0,503.0,0.55714166
504.0,504.0,2.9508306E-5
505.0,505.0,0.035694208
506.0,506.0,6.987624E-5
507.0,507.0,2.6853988E-4
508.0,508.0,0.12556489
509.0,509.0,0.0035892231
510.0,510.0,0.5314653
511.0,511.0,1.3569805E-4
512.0,512.0,8.0761896E-4
513.0,513.0,0.8232689
514.0,514.0,0.23073828
515.0,515.0,2.5275328E-8
516.0,516.0,0.0019911116
517.0,517.0,0.0021193086
518.0,518.0,0.093418315
519.0,519.0,3.45294E-8
520.0,520.0,0.8129216
521.0,521.0,3.4821885E-6
522.0,522.0,0.03535007
523.0,523.0,0.057577316
524.0,524.0,0.02183164
525.0,525.0,0.027263056
526.0,526.0,1.686389E-6
527.0,527.0,0.011272417
528.0,528.0,0.29045022
529.0,529.0,2.469283E-5
530.0,530.0,0.4884315
531.0,531.0,0.0045424188
532.0,532.0,0.68188995
533.0,533.0,0.021824878
534.0,534.0,9.367698E-4
535.0,535.0,0.6544893
536.0,536.0,1.4584217E-6
537.0,537.0,0.01934736
538.0,538.0,0.48798817
539.0,539.0,0.0918275
540.0,540.0,2.653482E-7
541.0,541.0,1.8180595E-4
542.0,542.0,4.9951987E-6
543.0,543.0,0.69636106
544.0,544.0,0.03403534
545.0,545.0,0.09155527
546.0,546.0,9.024283E-6
547.0,547.0,0.021515805
548.0,548.0,0.7869388
549.0,549.0,0.008040388
550.0,550.0,6.157248E-5
551.0,551.0,4.8072193E-6
552.0,552.0,0.5375933
553.0,553.0,0.6868252
554.0,554.0,1.1784761E-5
555.0,555.0,6.779009E-5
556.0,556.0,0.0010208571
557.0,557.0,0.03933735
558.0,558.0,0.15458918
559.0,559.0,5.3805732E-5
560.0,560.0,3.885037E-6
561.0,561.0,0.88043964
562.0,562.0,0.935247
563.0,563.0,0.28950664
564.0,564.0,2.767369E-6
565.0,565.0,0.09628272
566.0,566.0,1.4833897E-5
567.0,567.0,0.5408812
568.0,568.0,5.818855E-7
569.0,569.0,7.8425066E-5
570.0,570.0,1.2303278E-4
571.0,571.0,0.19822001
572.0,572.0,0.8403382
573.0,573.0,0.1502439
574.0,574.0,0.00232974
575.0,575.0,0.80767435
576.0,576.0,0.02099011
577.0,577.0,0.13853791
578.0,578.0,1.7497198E-8
579.0,579.0,6.967599E-9
580.0,580.0,0.0762333
581.0,581.0,0.09078794
582.0,582.0,0.0010364252
583.0,583.0,4.1170683E-4
584.0,584.0,2.879635E-5
585.0,585.0,4.772589E-5
586.0,586.0,4.8449577E-4
587.0,587.0,3.5665215E-7
588.0,588.0,1.9289391E-5
589.0,589.0,0.5401633
590.0,590.0,5.899092E-4
591.0,591.0,1.1943616E-5
592.0,592.0,0.021213487
593.0,593.0,0.29742208
594.0,594.0,1.7178445E-5
595.0,595.0,4.6100803E-9
596.0,596.0,0.7655399
597.0,597.0,0.011292335
598.0,598.0,0.02952664
599.0,599.0,0.08174355
600.0,600.0,3.1923875E-4
601.0,601.0,0.47811744
602.0,602.0,2.4075987E-8
603.0,603.0,9.264817E-6
604.0,604.0,8.685783E-5
605.0,605.0,2.0571637E-8
606.0,606.0,0.001295595
607.0,607.0,0.65107435
608.0,608.0,0.07231268
609.0,609.0,0.014230367
610.0,610.0,0.3364889
611.0,611.0,0.62344563
612.0,612.0,0.63485485
613.0,613.0,0.17785491
614.0,614.0,0.0821891
615.0,615.0,7.294893E-8
616.0,616.0,9.2830525E-9
617.0,617.0,5.4374136E-6
618.0,618.0,0.10792506
619.0,619.0,3.6484933E-5
620.0,620.0,9.484658E-8
621.0,621.0,0.77849895
622.0,622.0,0.028282652
623.0,623.0,0.6433757
624.0,624.0,1.1146149E-7
625.0,625.0,2.3130892E-4
626.0,626.0,1.0906314E-5
627.0,627.0,0.6367723
628.0,628.0,0.15230414
629.0,629.0,0.021214379
630.0,630.0,0.07794839
631.0,631.0,1.4924778E-5
632.0,632.0,0.67615235
633.0,633.0,3.6607448E-6
634.0,634.0,3.9385304E-5
635.0,635.0,1.8522192E-6
636.0,636.0,0.009085359
637.0,637.0,6.197778E-5
638.0,638.0,0.45159408
639.0,639.0,8.079059E-9
640.0,640.0,0.61558306
641.0,641.0,2.7556554E-4
642.0,642.0,0.75159806
643.0,643.0,4.4149206E-6
644.0,644.0,0.012601144
645.0,645.0,1.3840134E-4
646.0,646.0,0.01787217
647.0,647.0,0.088148
648.0,648.0,0.66740936
649.0,649.0,0.026441248
650.0,650.0,0.7140673
651.0,651.0,1.725395E-4
652.0,652.0,8.569869E-6
653.0,653.0,0.47743884
654.0,654.0,0.011510978
655.0,655.0,0.35668492
656.0,656.0,0.04263015
657.0,657.0,0.059924684
658.0,658.0,1.9617552E-5
659.0,659.0,1.6518441E-5
660.0,660.0,3.8523955E-5
661.0,661.0,0.0037885457
662.0,662.0,1.5793104E-6
663.0,663.0,0.0043167016
664.0,664.0,0.018380474
665.0,665.0,0.010233216
666.0,666.0,0.045678537
667.0,667.0,2.4451312E-4
668.0,668.0,0.39010376
669.0,669.0,0.57542044
670.0,670.0,0.5119928
671.0,671.0,0.0026160446
672.0,672.0,1.351632E-6
673.0,673.0,0.33951336
674.0,674.0,0.26967156
675.0,675.0,0.0065224986
676.0,676.0,0.913494
677.0,677.0,5.6160072E-5
678.0,678.0,0.2934408
679.0,679.0,0.45252386
680.0,680.0,0.035831332
681.0,681.0,1.7218167E-6
682.0,682.0,6.6171364E-5
683.0,683.0,4.1826168E-4
684.0,684.0,1.2213926E-4
685.0,685.0,8.050043E-6
686.0,686.0,0.02366959
687.0,687.0,3.4560722E-5
688.0,688.0,7.274633E-4
689.0,689.0,6.659348E-4
690.0,690.0,0.008154136
691.0,691.0,7.2534365E-4
692.0,692.0,1.9949159E-5
693.0,693.0,1.437982E-4
694.0,694.0,6.732984E-5
695.0,695.0,0.012091232
696.0,696.0,2.0019877E-5
697.0,697.0,0.024066249
698.0,698.0,0.4736276
699.0,699.0,0.5166269
700.0,700.0,1.2723713E-6
701.0,701.0,0.60409105
702.0,702.0,3.771629E-5
703.0,703.0,0.18962814
704.0,704.0,0.6089047
705.0,705.0,4.4729706E-5
706.0,706.0,0.23476301
707.0,707.0,0.0014093181
708.0,708.0,0.007454295
709.0,709.0,3.7227434E-4
710.0,710.0,0.1667888
711.0,711.0,0.32963085
712.0,712.0,3.892948E-4
713.0,713.0,0.006854884
714.0,714.0,2.2349222E-6
715.0,715.0,3.020859E-7
716.0,716.0,0.77108485
717.0,717.0,0.21100385
718.0,718.0,0.018141298
719.0,719.0,0.5697886
720.0,720.0,0.0010995421
721.0,721.0,5.088455E-7
722.0,722.0,3.7458324E-6
723.0,723.0,0.467991
724.0,724.0,0.009590319
725.0,725.0,2.270238E-6
726.0,726.0,0.01428546
727.0,727.0,3.5726378E-5
728.0,728.0,0.035473026
729.0,729.0,0.5503183
730.0,730.0,0.14366168
731.0,731.0,0.15625046
732.0,732.0,0.6397799
733.0,733.0,0.5725294
734.0,734.0,0.0023707617
735.0,735.0,0.58479625
736.0,736.0,8.628142E-8
737.0,737.0,0.13534619
738.0,738.0,3.94442E-6
739.0,739.0,0.24554901
740.0,740.0,0.049354356
741.0,741.0,3.0004244E-8
742.0,742.0,8.626977E-5
743.0,743.0,0.002320038
744.0,744.0,0.0062279943
745.0,745.0,6.867099E-4
746.0,746.0,0.0011158567
747.0,747.0,0.50753397
748.0,748.0,3.973936E-6
749.0,749.0,0.118364155
750.0,750.0,2.2981814E-5
751.0,751.0,5.532961E-4
752.0,752.0,0.6681248
753.0,753.0,0.014649173
754.0,754.0,0.53777385
755.0,755.0,0.12489449
756.0,756.0,1.0458549E-5
757.0,757.0,9.8943485E-5
758.0,758.0,0.5753689
759.0,759.0,0.61056906
760.0,760.0,5.5985445E-5
761.0,761.0,0.10998734
762.0,762.0,0.5062183
763.0,763.0,0.008462789
764.0,764.0,0.034631707
765.0,765.0,0.22359307
766.0,766.0,0.029684
767.0,767.0,7.979184E-6
768.0,768.0,0.0035778007
769.0,769.0,0.035474595
770.0,770.0,3.4248766E-5
771.0,771.0,0.0039659473
772.0,772.0,0.25990582
773.0,773.0,4.6303077E-7
774.0,774.0,0.532905
775.0,775.0,2.1173342E-5
776.0,776.0,0.17803144
777.0,777.0,0.9798353
778.0,778.0,0.091282636
779.0,779.0,0.39998463
780.0,780.0,2.0734473E-5
781.0,781.0,1.4168978E-6
782.0,782.0,6.171321E-7
783.0,783.0,0.3059825
784.0,784.0,0.2467934
785.0,785.0,3.2771577E-8
786.0,786.0,5.83634E-6
787.0,787.0,5.4945286E-8
788.0,788.0,0.08550982
789.0,789.0,4.099776E-6
790.0,790.0,0.0074936734
791.0,791.0,0.015833603
792.0,792.0,5.270196E-7
793.0,793.0,0.30230585
794.0,794.0,2.4699807E-4
795.0,795.0,0.02440364
796.0,796.0,0.56506485
797.0,797.0,0.19277933
798.0,798.0,0.063784435
799.0,799.0,0.544823
800.0,800.0,0.33981505
801.0,801.0,0.38311532
802.0,802.0,0.4745424
803.0,803.0,0.6918725
804.0,804.0,0.6334566
805.0,805.0,0.022377748
806.0,806.0,0.4846031
807.0,807.0,7.796402E-7
808.0,808.0,0.01588667
809.0,809.0,0.009526565
810.0,810.0,3.2716318E-5
811.0,811.0,8.6685724E-4
812.0,812.0,0.99789876
813.0,813.0,1.38992E-4
814.0,814.0,3.4475674E-5
815.0,815.0,3.6466116E-4
816.0,816.0,3.5389048E-6
817.0,817.0,0.01578083
818.0,818.0,9.533728E-6
819.0,819.0,9.851769E-8
820.0,820.0,8.1517373E-7
821.0,821.0,0.033816308
822.0,822.0,9.629526E-7
823.0,823.0,0.014759703
824.0,824.0,0.20709115
825.0,825.0,0.055944912
826.0,826.0,4.1414776E-7
827.0,827.0,5.7454187E-8
828.0,828.0,8.217883E-6
829.0,829.0,0.22620614
830.0,830.0,0.6220482
831.0,831.0,2.4884544E-6
832.0,832.0,0.11351556
833.0,833.0,0.56081116
834.0,834.0,0.005264506
835.0,835.0,0.02249331
836.0,836.0,0.020372586
837.0,837.0,0.016238771
838.0,838.0,0.30486473
839.0,839.0,0.12836036
840.0,840.0,0.007353068
841.0,841.0,3.8895253E-4
842.0,842.0,0.15275368
843.0,843.0,0.015105075
844.0,844.0,1.8175675E-4
845.0,845.0,0.018076211
846.0,846.0,1.2046251E-5
847.0,847.0,0.4038864
848.0,848.0,0.3986414
849.0,849.0,5.264586E-4
850.0,850.0,0.60364425
851.0,851.0,0.7148168
852.0,852.0,0.012346543
853.0,853.0,3.624756E-4
854.0,854.0,0.2589692
855.0,855.0,0.024418142
856.0,856.0,0.06671492
857.0,857.0,8.657621E-4
858.0,858.0,2.0901368E-6
859.0,859.0,0.46247554
860.0,860.0,0.05995857
861.0,861.0,0.080408245
862.0,862.0,1.3160583E-6
863.0,863.0,5.285676E-4
864.0,864.0,0.20860063
865.0,865.0,3.7517275E-5
866.0,866.0,2.3299212E-5
867.0,867.0,1.6963942E-5
868.0,868.0,7.056382E-8
869.0,869.0,0.47072917
870.0,870.0,3.081877E-4
871.0,871.0,1.5684256E-7
872.0,872.0,0.5370283
873.0,873.0,0.8889356
874.0,874.0,0.62757325
875.0,875.0,0.009330685
876.0,876.0,0.3409727
877.0,877.0,0.0027322748
878.0,878.0,0.4097817
879.0,879.0,0.0026830593
880.0,880.0,0.36133105
881.0,881.0,2.3586657E-4
882.0,882.0,4.611198E-6
883.0,883.0,0.12574667
884.0,884.0,0.003342589
885.0,885.0,0.04273474
886.0,886.0,3.9334732E-4
887.0,887.0,0.59027237
888.0,888.0,2.2217707E-6
889.0,889.0,0.0010034931
890.0,890.0,0.0010245346
891.0,891.0,4.2960446E-6
892.0,892.0,0.016244397
893.0,893.0,0.039454404
894.0,894.0,0.39498284
895.0,895.0,5.221519E-4
896.0,896.0,3.45316E-9
897.0,897.0,3.0144865E-5
898.0,898.0,0.040968694
899.0,899.0,0.03556493
900.0,900.0,0.289741
901.0,901.0,2.3435872E-5
902.0,902.0,0.49557117
903.0,903.0,0.47647387
904.0,904.0,0.43537226
905.0,905.0,1.1552851E-5
906.0,906.0,3.026239E-6
907.0,907.0,5.7814912E-5
908.0,908.0,0.009157862
909.0,909.0,4.166583E-4
910.0,910.0,1.0162137E-5
911.0,911.0,0.26798064
912.0,912.0,0.36259156
913.0,913.0,4.6060453E-4
914.0,914.0,0.0074163126
915.0,915.0,0.23385544
916.0,916.0,2.0181354E-4
917.0,917.0,0.78324836
918.0,918.0,0.40402785
919.0,919.0,0.5970996
920.0,920.0,3.7553694E-4
921.0,921.0,1.995796E-5
922.0,922.0,0.5975992
923.0,923.0,6.784769E-6
924.0,924.0,0.9284317
925.0,925.0,4.7024732E-6
926.0,926.0,0.3605501
927.0,927.0,0.011517645
928.0,928.0,0.38332406
929.0,929.0,0.025437428
930.0,930.0,0.1234976
